attendance_id,employee_id,employee_name,date,status
4234,EMP006,Bilal Ahmed,2024-03-21,Present
4235,EMP006,Bilal Ahmed,2024-03-22,Present
4236,EMP006,Bilal Ahmed,2024-03-25,Absent
4237,EMP006,Bilal Ahmed,2024-03-26,Present
4238,EMP006,Bilal Ahmed,2024-03-27,Present
4239,EMP006,Bilal Ahmed,2024-03-28,Present
4240,EMP006,Bilal Ahmed,2024-03-29,Present
4241,EMP006,Bilal Ahmed,2024-04-01,Leave
4242,EMP006,Bilal Ahmed,2024-04-02,Present
4243,EMP006,Bilal Ahmed,2024-04-03,Present
4244,EMP006,Bilal Ahmed,2024-04-04,Present
4245,EMP006,Bilal Ahmed,2024-04-05,Present
4246,EMP006,Bilal Ahmed,2024-04-08,Present
4247,EMP006,Bilal Ahmed,2024-04-09,Present
4248,EMP006,Bilal Ahmed,2024-04-10,Present
4249,EMP006,Bilal Ahmed,2024-04-11,Present
4250,EMP006,Bilal Ahmed,2024-04-12,Present
4251,EMP006,Bilal Ahmed,2024-04-15,Present
4252,EMP006,Bilal Ahmed,2024-04-16,Present
4253,EMP006,Bilal Ahmed,2024-04-17,Present
4254,EMP006,Bilal Ahmed,2024-04-18,Present
4255,EMP006,Bilal Ahmed,2024-04-19,Present
4256,EMP006,Bilal Ahmed,2024-04-22,Present
4257,EMP006,Bilal Ahmed,2024-04-23,Present
4258,EMP006,Bilal Ahmed,2024-04-24,Present
4259,EMP006,Bilal Ahmed,2024-04-25,Absent
4260,EMP006,Bilal Ahmed,2024-04-26,Present
4261,EMP006,Bilal Ahmed,2024-04-29,Present
4262,EMP006,Bilal Ahmed,2024-04-30,Present
4263,EMP006,Bilal Ahmed,2024-05-01,Late
4264,EMP006,Bilal Ahmed,2024-05-02,Absent
4265,EMP006,Bilal Ahmed,2024-05-03,Present
4266,EMP006,Bilal Ahmed,2024-05-06,Present
4267,EMP006,Bilal Ahmed,2024-05-07,Present
4268,EMP006,Bilal Ahmed,2024-05-08,Present
4269,EMP006,Bilal Ahmed,2024-05-09,Present
4270,EMP006,Bilal Ahmed,2024-05-10,Present
4271,EMP006,Bilal Ahmed,2024-05-13,Present
4272,EMP006,Bilal Ahmed,2024-05-14,Present
4273,EMP006,Bilal Ahmed,2024-05-15,Present
4274,EMP006,Bilal Ahmed,2024-05-16,Late
4275,EMP006,Bilal Ahmed,2024-05-17,Present
4276,EMP006,Bilal Ahmed,2024-05-20,Present
4277,EMP006,Bilal Ahmed,2024-05-21,Present
4278,EMP006,Bilal Ahmed,2024-05-22,Present
4279,EMP006,Bilal Ahmed,2024-05-23,Present
4280,EMP006,Bilal Ahmed,2024-05-24,Present
4281,EMP006,Bilal Ahmed,2024-05-27,Present
4282,EMP006,Bilal Ahmed,2024-05-28,Present
4283,EMP006,Bilal Ahmed,2024-05-29,Present
4284,EMP006,Bilal Ahmed,2024-05-30,Present
4285,EMP006,Bilal Ahmed,2024-05-31,Present
4286,EMP006,Bilal Ahmed,2024-06-03,Present
4287,EMP006,Bilal Ahmed,2024-06-04,Present
4288,EMP006,Bilal Ahmed,2024-06-05,Present
4289,EMP006,Bilal Ahmed,2024-06-06,Present
4290,EMP006,Bilal Ahmed,2024-06-07,Present
4291,EMP006,Bilal Ahmed,2024-06-10,Present
4292,EMP006,Bilal Ahmed,2024-06-11,Present
4293,EMP006,Bilal Ahmed,2024-06-12,Present
4294,EMP006,Bilal Ahmed,2024-06-13,Late
4295,EMP006,Bilal Ahmed,2024-06-14,Present
4296,EMP006,Bilal Ahmed,2024-06-17,Present
4297,EMP006,Bilal Ahmed,2024-06-18,Absent
4298,EMP006,Bilal Ahmed,2024-06-19,Present
4299,EMP006,Bilal Ahmed,2024-06-20,Present
4300,EMP006,Bilal Ahmed,2024-06-21,Present
4301,EMP006,Bilal Ahmed,2024-06-24,Present
4302,EMP006,Bilal Ahmed,2024-06-25,Present
4303,EMP006,Bilal Ahmed,2024-06-26,Absent
4304,EMP006,Bilal Ahmed,2024-06-27,Present
4305,EMP006,Bilal Ahmed,2024-06-28,Present
4306,EMP006,Bilal Ahmed,2024-07-01,Present
4307,EMP006,Bilal Ahmed,2024-07-02,Present
4308,EMP006,Bilal Ahmed,2024-07-03,Present
4309,EMP006,Bilal Ahmed,2024-07-04,Late
4310,EMP006,Bilal Ahmed,2024-07-05,Present
4311,EMP006,Bilal Ahmed,2024-07-08,Present
4312,EMP006,Bilal Ahmed,2024-07-09,Present
4313,EMP006,Bilal Ahmed,2024-07-10,Present
4314,EMP006,Bilal Ahmed,2024-07-11,Present
4315,EMP006,Bilal Ahmed,2024-07-12,Present
4316,EMP006,Bilal Ahmed,2024-07-15,Present
4317,EMP006,Bilal Ahmed,2024-07-16,Present
4318,EMP006,Bilal Ahmed,2024-07-17,Late
4319,EMP006,Bilal Ahmed,2024-07-18,Present
4320,EMP006,Bilal Ahmed,2024-07-19,Present
4321,EMP006,Bilal Ahmed,2024-07-22,Present
4322,EMP006,Bilal Ahmed,2024-07-23,Present
4323,EMP006,Bilal Ahmed,2024-07-24,Present
4324,EMP006,Bilal Ahmed,2024-07-25,Present
4325,EMP006,Bilal Ahmed,2024-07-26,Present
4326,EMP006,Bilal Ahmed,2024-07-29,Present
4327,EMP006,Bilal Ahmed,2024-07-30,Late
4328,EMP006,Bilal Ahmed,2024-07-31,Present
4329,EMP006,Bilal Ahmed,2024-08-01,Present
4330,EMP006,Bilal Ahmed,2024-08-02,Leave
4331,EMP006,Bilal Ahmed,2024-08-05,Present
4332,EMP006,Bilal Ahmed,2024-08-06,Present
4333,EMP006,Bilal Ahmed,2024-08-07,Present
4334,EMP006,Bilal Ahmed,2024-08-08,Absent
4335,EMP006,Bilal Ahmed,2024-08-09,Present
4336,EMP006,Bilal Ahmed,2024-08-12,Present
4337,EMP006,Bilal Ahmed,2024-08-13,Present
4338,EMP006,Bilal Ahmed,2024-08-14,Present
4339,EMP006,Bilal Ahmed,2024-08-15,Present
4340,EMP006,Bilal Ahmed,2024-08-16,Present
4341,EMP006,Bilal Ahmed,2024-08-19,Present
4342,EMP006,Bilal Ahmed,2024-08-20,Present
4343,EMP006,Bilal Ahmed,2024-08-21,Present
4344,EMP006,Bilal Ahmed,2024-08-22,Present
4345,EMP006,Bilal Ahmed,2024-08-23,Present
4346,EMP006,Bilal Ahmed,2024-08-26,Present
4347,EMP006,Bilal Ahmed,2024-08-27,Present
4348,EMP006,Bilal Ahmed,2024-08-28,Present
4349,EMP006,Bilal Ahmed,2024-08-29,Present
4350,EMP006,Bilal Ahmed,2024-08-30,Present
4351,EMP006,Bilal Ahmed,2024-09-02,Present
4352,EMP006,Bilal Ahmed,2024-09-03,Present
4353,EMP006,Bilal Ahmed,2024-09-04,Present
4354,EMP006,Bilal Ahmed,2024-09-05,Present
4355,EMP006,Bilal Ahmed,2024-09-06,Present
4356,EMP006,Bilal Ahmed,2024-09-09,Present
4357,EMP006,Bilal Ahmed,2024-09-10,Absent
4358,EMP006,Bilal Ahmed,2024-09-11,Absent
4359,EMP006,Bilal Ahmed,2024-09-12,Present
4360,EMP006,Bilal Ahmed,2024-09-13,Present
4361,EMP006,Bilal Ahmed,2024-09-16,Present
4362,EMP006,Bilal Ahmed,2024-09-17,Present
4363,EMP006,Bilal Ahmed,2024-09-18,Present
4364,EMP006,Bilal Ahmed,2024-09-19,Present
4365,EMP006,Bilal Ahmed,2024-09-20,Present
4366,EMP006,Bilal Ahmed,2024-09-23,Present
4367,EMP006,Bilal Ahmed,2024-09-24,Present
4368,EMP006,Bilal Ahmed,2024-09-25,Present
4369,EMP006,Bilal Ahmed,2024-09-26,Present
4370,EMP006,Bilal Ahmed,2024-09-27,Present
4371,EMP006,Bilal Ahmed,2024-09-30,Present
4372,EMP006,Bilal Ahmed,2024-10-01,Present
4373,EMP006,Bilal Ahmed,2024-10-02,Present
4374,EMP006,Bilal Ahmed,2024-10-03,Present
4375,EMP006,Bilal Ahmed,2024-10-04,Present
4376,EMP006,Bilal Ahmed,2024-10-07,Present
4377,EMP006,Bilal Ahmed,2024-10-08,Late
4378,EMP006,Bilal Ahmed,2024-10-09,Present
4379,EMP006,Bilal Ahmed,2024-10-10,Present
4380,EMP006,Bilal Ahmed,2024-10-11,Present
4381,EMP006,Bilal Ahmed,2024-10-14,Present
4382,EMP006,Bilal Ahmed,2024-10-15,Present
4383,EMP006,Bilal Ahmed,2024-10-16,Present
4384,EMP006,Bilal Ahmed,2024-10-17,Late
4385,EMP006,Bilal Ahmed,2024-10-18,Present
4386,EMP006,Bilal Ahmed,2024-10-21,Present
4387,EMP006,Bilal Ahmed,2024-10-22,Present
4388,EMP006,Bilal Ahmed,2024-10-23,Present
4389,EMP006,Bilal Ahmed,2024-10-24,Present
4390,EMP006,Bilal Ahmed,2024-10-25,Present
4391,EMP006,Bilal Ahmed,2024-10-28,Present
4392,EMP006,Bilal Ahmed,2024-10-29,Present
4393,EMP006,Bilal Ahmed,2024-10-30,Present
4394,EMP006,Bilal Ahmed,2024-10-31,Present
4395,EMP006,Bilal Ahmed,2024-11-01,Present
4396,EMP006,Bilal Ahmed,2024-11-04,Present
4397,EMP006,Bilal Ahmed,2024-11-05,Present
4398,EMP006,Bilal Ahmed,2024-11-06,Present
4399,EMP006,Bilal Ahmed,2024-11-07,Present
4400,EMP006,Bilal Ahmed,2024-11-08,Present
4401,EMP006,Bilal Ahmed,2024-11-11,Present
4402,EMP006,Bilal Ahmed,2024-11-12,Present
4403,EMP006,Bilal Ahmed,2024-11-13,Present
4404,EMP006,Bilal Ahmed,2024-11-14,Present
4405,EMP006,Bilal Ahmed,2024-11-15,Present
4406,EMP006,Bilal Ahmed,2024-11-18,Leave
4407,EMP006,Bilal Ahmed,2024-11-19,Present
4408,EMP006,Bilal Ahmed,2024-11-20,Present
4409,EMP006,Bilal Ahmed,2024-11-21,Present
4410,EMP006,Bilal Ahmed,2024-11-22,Present
4411,EMP006,Bilal Ahmed,2024-11-25,Absent
4412,EMP006,Bilal Ahmed,2024-11-26,Present
4413,EMP006,Bilal Ahmed,2024-11-27,Present
4414,EMP006,Bilal Ahmed,2024-11-28,Present
4415,EMP006,Bilal Ahmed,2024-11-29,Present
4416,EMP006,Bilal Ahmed,2024-12-02,Present
4417,EMP006,Bilal Ahmed,2024-12-03,Present
4418,EMP006,Bilal Ahmed,2024-12-04,Present
4419,EMP006,Bilal Ahmed,2024-12-05,Present
4420,EMP006,Bilal Ahmed,2024-12-06,Present
4421,EMP006,Bilal Ahmed,2024-12-09,Present
4422,EMP006,Bilal Ahmed,2024-12-10,Present
4423,EMP006,Bilal Ahmed,2024-12-11,Present
4424,EMP006,Bilal Ahmed,2024-12-12,Present
4425,EMP006,Bilal Ahmed,2024-12-13,Present
4426,EMP006,Bilal Ahmed,2024-12-16,Present
4427,EMP006,Bilal Ahmed,2024-12-17,Present
4428,EMP006,Bilal Ahmed,2024-12-18,Present
4429,EMP006,Bilal Ahmed,2024-12-19,Present
4430,EMP006,Bilal Ahmed,2024-12-20,Leave
4431,EMP006,Bilal Ahmed,2024-12-23,Present
4432,EMP006,Bilal Ahmed,2024-12-24,Present
4433,EMP006,Bilal Ahmed,2024-12-25,Present
4434,EMP006,Bilal Ahmed,2024-12-26,Present
4435,EMP006,Bilal Ahmed,2024-12-27,Present
4436,EMP006,Bilal Ahmed,2024-12-30,Present
4437,EMP006,Bilal Ahmed,2024-12-31,Absent
4438,EMP006,Bilal Ahmed,2025-01-01,Present
4439,EMP006,Bilal Ahmed,2025-01-02,Present
4440,EMP006,Bilal Ahmed,2025-01-03,Present
4441,EMP006,Bilal Ahmed,2025-01-06,Present
4442,EMP006,Bilal Ahmed,2025-01-07,Late
4443,EMP006,Bilal Ahmed,2025-01-08,Late
4444,EMP006,Bilal Ahmed,2025-01-09,Present
4445,EMP006,Bilal Ahmed,2025-01-10,Present
4446,EMP006,Bilal Ahmed,2025-01-13,Present
4447,EMP006,Bilal Ahmed,2025-01-14,Present
4448,EMP006,Bilal Ahmed,2025-01-15,Present
4449,EMP006,Bilal Ahmed,2025-01-16,Present
4450,EMP006,Bilal Ahmed,2025-01-17,Present
4451,EMP006,Bilal Ahmed,2025-01-20,Present
4452,EMP006,Bilal Ahmed,2025-01-21,Present
4453,EMP006,Bilal Ahmed,2025-01-22,Present
4454,EMP006,Bilal Ahmed,2025-01-23,Present
4455,EMP006,Bilal Ahmed,2025-01-24,Present
4456,EMP006,Bilal Ahmed,2025-01-27,Present
4457,EMP006,Bilal Ahmed,2025-01-28,Present
4458,EMP006,Bilal Ahmed,2025-01-29,Present
4459,EMP006,Bilal Ahmed,2025-01-30,Present
4460,EMP006,Bilal Ahmed,2025-01-31,Present
4461,EMP006,Bilal Ahmed,2025-02-03,Present
4462,EMP006,Bilal Ahmed,2025-02-04,Absent
4463,EMP006,Bilal Ahmed,2025-02-05,Leave
4464,EMP006,Bilal Ahmed,2025-02-06,Present
4465,EMP006,Bilal Ahmed,2025-02-07,Present
4466,EMP006,Bilal Ahmed,2025-02-10,Present
4467,EMP006,Bilal Ahmed,2025-02-11,Present
4468,EMP006,Bilal Ahmed,2025-02-12,Present
4469,EMP006,Bilal Ahmed,2025-02-13,Present
4470,EMP006,Bilal Ahmed,2025-02-14,Present
4471,EMP006,Bilal Ahmed,2025-02-17,Leave
4472,EMP006,Bilal Ahmed,2025-02-18,Present
4473,EMP006,Bilal Ahmed,2025-02-19,Present
4474,EMP006,Bilal Ahmed,2025-02-20,Present
4475,EMP006,Bilal Ahmed,2025-02-21,Present
4476,EMP006,Bilal Ahmed,2025-02-24,Present
4477,EMP006,Bilal Ahmed,2025-02-25,Present
4478,EMP006,Bilal Ahmed,2025-02-26,Present
4479,EMP006,Bilal Ahmed,2025-02-27,Present
4480,EMP006,Bilal Ahmed,2025-02-28,Late
4481,EMP006,Bilal Ahmed,2025-03-03,Present
4482,EMP006,Bilal Ahmed,2025-03-04,Present
4483,EMP006,Bilal Ahmed,2025-03-05,Present
4484,EMP006,Bilal Ahmed,2025-03-06,Present
4485,EMP006,Bilal Ahmed,2025-03-07,Present
4486,EMP006,Bilal Ahmed,2025-03-10,Present
4487,EMP006,Bilal Ahmed,2025-03-11,Present
4488,EMP006,Bilal Ahmed,2025-03-12,Present
4489,EMP006,Bilal Ahmed,2025-03-13,Present
4490,EMP006,Bilal Ahmed,2025-03-14,Present
4491,EMP006,Bilal Ahmed,2025-03-17,Late
4492,EMP006,Bilal Ahmed,2025-03-18,Present
4493,EMP006,Bilal Ahmed,2025-03-19,Present
4494,EMP006,Bilal Ahmed,2025-03-20,Present
4495,EMP006,Bilal Ahmed,2025-03-21,Present
4496,EMP006,Bilal Ahmed,2025-03-24,Present
4497,EMP006,Bilal Ahmed,2025-03-25,Present
4498,EMP006,Bilal Ahmed,2025-03-26,Present
4499,EMP006,Bilal Ahmed,2025-03-27,Present
4500,EMP006,Bilal Ahmed,2025-03-28,Present
4501,EMP006,Bilal Ahmed,2025-03-31,Present
4502,EMP006,Bilal Ahmed,2025-04-01,Present
4503,EMP006,Bilal Ahmed,2025-04-02,Late
4504,EMP006,Bilal Ahmed,2025-04-03,Present
4505,EMP006,Bilal Ahmed,2025-04-04,Present
4506,EMP006,Bilal Ahmed,2025-04-07,Present
4507,EMP006,Bilal Ahmed,2025-04-08,Present
4508,EMP006,Bilal Ahmed,2025-04-09,Present
4509,EMP006,Bilal Ahmed,2025-04-10,Present
4510,EMP006,Bilal Ahmed,2025-04-11,Present
4511,EMP006,Bilal Ahmed,2025-04-14,Present
4512,EMP006,Bilal Ahmed,2025-04-15,Present
4513,EMP006,Bilal Ahmed,2025-04-16,Present
4514,EMP006,Bilal Ahmed,2025-04-17,Present
4515,EMP006,Bilal Ahmed,2025-04-18,Present
4516,EMP006,Bilal Ahmed,2025-04-21,Present
4517,EMP006,Bilal Ahmed,2025-04-22,Present
4518,EMP006,Bilal Ahmed,2025-04-23,Present
4519,EMP006,Bilal Ahmed,2025-04-24,Present
4520,EMP006,Bilal Ahmed,2025-04-25,Present
4521,EMP006,Bilal Ahmed,2025-04-28,Late
4522,EMP006,Bilal Ahmed,2025-04-29,Present
4523,EMP006,Bilal Ahmed,2025-04-30,Present
4524,EMP006,Bilal Ahmed,2025-05-01,Present
4525,EMP006,Bilal Ahmed,2025-05-02,Present
4526,EMP006,Bilal Ahmed,2025-05-05,Present
4527,EMP006,Bilal Ahmed,2025-05-06,Present
4528,EMP006,Bilal Ahmed,2025-05-07,Present
4529,EMP006,Bilal Ahmed,2025-05-08,Present
4530,EMP006,Bilal Ahmed,2025-05-09,Present
4531,EMP006,Bilal Ahmed,2025-05-12,Present
4532,EMP006,Bilal Ahmed,2025-05-13,Present
4533,EMP006,Bilal Ahmed,2025-05-14,Present
4534,EMP006,Bilal Ahmed,2025-05-15,Absent
4535,EMP006,Bilal Ahmed,2025-05-16,Present
4536,EMP006,Bilal Ahmed,2025-05-19,Present
4537,EMP006,Bilal Ahmed,2025-05-20,Late
4538,EMP006,Bilal Ahmed,2025-05-21,Present
4539,EMP006,Bilal Ahmed,2025-05-22,Present
4540,EMP006,Bilal Ahmed,2025-05-23,Present
4541,EMP006,Bilal Ahmed,2025-05-26,Present
4542,EMP006,Bilal Ahmed,2025-05-27,Absent
4543,EMP006,Bilal Ahmed,2025-05-28,Present
4544,EMP006,Bilal Ahmed,2025-05-29,Present
4545,EMP006,Bilal Ahmed,2025-05-30,Present
4546,EMP006,Bilal Ahmed,2025-06-02,Present
4547,EMP006,Bilal Ahmed,2025-06-03,Present
4548,EMP006,Bilal Ahmed,2025-06-04,Present
4549,EMP006,Bilal Ahmed,2025-06-05,Present
4550,EMP006,Bilal Ahmed,2025-06-06,Present
4551,EMP006,Bilal Ahmed,2025-06-09,Absent
4552,EMP006,Bilal Ahmed,2025-06-10,Absent
4553,EMP006,Bilal Ahmed,2025-06-11,Present
4554,EMP006,Bilal Ahmed,2025-06-12,Present
4555,EMP006,Bilal Ahmed,2025-06-13,Present
4556,EMP006,Bilal Ahmed,2025-06-16,Present
4557,EMP006,Bilal Ahmed,2025-06-17,Present
4558,EMP006,Bilal Ahmed,2025-06-18,Present
4559,EMP006,Bilal Ahmed,2025-06-19,Present
4560,EMP006,Bilal Ahmed,2025-06-20,Present
4561,EMP006,Bilal Ahmed,2025-06-23,Present
4562,EMP006,Bilal Ahmed,2025-06-24,Present
4563,EMP006,Bilal Ahmed,2025-06-25,Present
4564,EMP006,Bilal Ahmed,2025-06-26,Present
4565,EMP006,Bilal Ahmed,2025-06-27,Present
4566,EMP006,Bilal Ahmed,2025-06-30,Present
4567,EMP006,Bilal Ahmed,2025-07-01,Present
4568,EMP006,Bilal Ahmed,2025-07-02,Late
4569,EMP006,Bilal Ahmed,2025-07-03,Present
4570,EMP006,Bilal Ahmed,2025-07-04,Present
4571,EMP006,Bilal Ahmed,2025-07-07,Present
4572,EMP006,Bilal Ahmed,2025-07-08,Present
4573,EMP006,Bilal Ahmed,2025-07-09,Present
4574,EMP006,Bilal Ahmed,2025-07-10,Leave
4575,EMP006,Bilal Ahmed,2025-07-11,Present
4576,EMP006,Bilal Ahmed,2025-07-14,Present
4577,EMP006,Bilal Ahmed,2025-07-15,Present
4578,EMP006,Bilal Ahmed,2025-07-16,Leave
4579,EMP006,Bilal Ahmed,2025-07-17,Present
4580,EMP006,Bilal Ahmed,2025-07-18,Present
4581,EMP006,Bilal Ahmed,2025-07-21,Present
4582,EMP006,Bilal Ahmed,2025-07-22,Present
4583,EMP006,Bilal Ahmed,2025-07-23,Present
4584,EMP006,Bilal Ahmed,2025-07-24,Present
4585,EMP006,Bilal Ahmed,2025-07-25,Present
4586,EMP006,Bilal Ahmed,2025-07-28,Present
4587,EMP006,Bilal Ahmed,2025-07-29,Present
4588,EMP006,Bilal Ahmed,2025-07-30,Absent
4589,EMP006,Bilal Ahmed,2025-07-31,Present
4590,EMP006,Bilal Ahmed,2025-08-01,Absent
4591,EMP006,Bilal Ahmed,2025-08-04,Present
4592,EMP006,Bilal Ahmed,2025-08-05,Present
4593,EMP006,Bilal Ahmed,2025-08-06,Present
4594,EMP006,Bilal Ahmed,2025-08-07,Leave
4595,EMP006,Bilal Ahmed,2025-08-08,Present
4596,EMP006,Bilal Ahmed,2025-08-11,Present
4597,EMP006,Bilal Ahmed,2025-08-12,Leave
4598,EMP006,Bilal Ahmed,2025-08-13,Present
4599,EMP006,Bilal Ahmed,2025-08-14,Present
4600,EMP006,Bilal Ahmed,2025-08-15,Present
4601,EMP006,Bilal Ahmed,2025-08-18,Late
4602,EMP006,Bilal Ahmed,2025-08-19,Present
4603,EMP006,Bilal Ahmed,2025-08-20,Present
4604,EMP006,Bilal Ahmed,2025-08-21,Present
4605,EMP006,Bilal Ahmed,2025-08-22,Present
4606,EMP006,Bilal Ahmed,2025-08-25,Present
4607,EMP006,Bilal Ahmed,2025-08-26,Present
4608,EMP006,Bilal Ahmed,2025-08-27,Absent
4609,EMP006,Bilal Ahmed,2025-08-28,Present
4610,EMP006,Bilal Ahmed,2025-08-29,Present
4611,EMP006,Bilal Ahmed,2025-09-01,Present
4612,EMP006,Bilal Ahmed,2025-09-02,Present
4613,EMP006,Bilal Ahmed,2025-09-03,Present
4614,EMP006,Bilal Ahmed,2025-09-04,Present
4615,EMP006,Bilal Ahmed,2025-09-05,Present
4616,EMP006,Bilal Ahmed,2025-09-08,Present
4617,EMP006,Bilal Ahmed,2025-09-09,Present
4618,EMP006,Bilal Ahmed,2025-09-10,Present
4619,EMP006,Bilal Ahmed,2025-09-11,Late
4620,EMP006,Bilal Ahmed,2025-09-12,Present
4621,EMP006,Bilal Ahmed,2025-09-15,Present
4622,EMP006,Bilal Ahmed,2025-09-16,Present
4623,EMP006,Bilal Ahmed,2025-09-17,Present
4624,EMP006,Bilal Ahmed,2025-09-18,Present
4625,EMP006,Bilal Ahmed,2025-09-19,Present
4626,EMP006,Bilal Ahmed,2025-09-22,Present
4627,EMP006,Bilal Ahmed,2025-09-23,Late
4628,EMP006,Bilal Ahmed,2025-09-24,Present
4629,EMP006,Bilal Ahmed,2025-09-25,Present
4630,EMP006,Bilal Ahmed,2025-09-26,Present
4631,EMP006,Bilal Ahmed,2025-09-29,Present
4632,EMP006,Bilal Ahmed,2025-09-30,Present
4633,EMP006,Bilal Ahmed,2025-10-01,Present
4634,EMP006,Bilal Ahmed,2025-10-02,Present
4635,EMP006,Bilal Ahmed,2025-10-03,Present
4636,EMP006,Bilal Ahmed,2025-10-06,Present
4637,EMP006,Bilal Ahmed,2025-10-07,Present
4638,EMP006,Bilal Ahmed,2025-10-08,Late
4639,EMP006,Bilal Ahmed,2025-10-09,Late
4640,EMP006,Bilal Ahmed,2025-10-10,Present
4641,EMP006,Bilal Ahmed,2025-10-13,Present
4642,EMP006,Bilal Ahmed,2025-10-14,Present
4643,EMP006,Bilal Ahmed,2025-10-15,Present
4644,EMP006,Bilal Ahmed,2025-10-16,Present
4645,EMP006,Bilal Ahmed,2025-10-17,Present
4646,EMP006,Bilal Ahmed,2025-10-20,Present
4647,EMP006,Bilal Ahmed,2025-10-21,Present
4648,EMP006,Bilal Ahmed,2025-10-22,Present
4649,EMP006,Bilal Ahmed,2025-10-23,Present
4650,EMP006,Bilal Ahmed,2025-10-24,Present
4651,EMP006,Bilal Ahmed,2025-10-27,Present
4652,EMP006,Bilal Ahmed,2025-10-28,Present
4653,EMP006,Bilal Ahmed,2025-10-29,Present
4654,EMP006,Bilal Ahmed,2025-10-30,Present
4655,EMP006,Bilal Ahmed,2025-10-31,Present
4656,EMP006,Bilal Ahmed,2025-11-03,Present
4657,EMP006,Bilal Ahmed,2025-11-04,Present
4658,EMP006,Bilal Ahmed,2025-11-05,Present
4659,EMP006,Bilal Ahmed,2025-11-06,Present
4660,EMP006,Bilal Ahmed,2025-11-07,Present
4661,EMP006,Bilal Ahmed,2025-11-10,Present
4662,EMP006,Bilal Ahmed,2025-11-11,Present
4663,EMP006,Bilal Ahmed,2025-11-12,Present
4664,EMP006,Bilal Ahmed,2025-11-13,Present
4665,EMP006,Bilal Ahmed,2025-11-14,Present
4666,EMP006,Bilal Ahmed,2025-11-17,Present
4667,EMP006,Bilal Ahmed,2025-11-18,Present
4668,EMP006,Bilal Ahmed,2025-11-19,Present
4669,EMP006,Bilal Ahmed,2025-11-20,Present
4670,EMP006,Bilal Ahmed,2025-11-21,Present
4671,EMP006,Bilal Ahmed,2025-11-24,Present
4672,EMP006,Bilal Ahmed,2025-11-25,Present
4673,EMP006,Bilal Ahmed,2025-11-26,Present
4674,EMP006,Bilal Ahmed,2025-11-27,Present
4675,EMP006,Bilal Ahmed,2025-11-28,Present
4676,EMP006,Bilal Ahmed,2025-12-01,Present
4677,EMP006,Bilal Ahmed,2025-12-02,Present
4678,EMP006,Bilal Ahmed,2025-12-03,Present
4679,EMP006,Bilal Ahmed,2025-12-04,Present
4680,EMP006,Bilal Ahmed,2025-12-05,Present
4681,EMP006,Bilal Ahmed,2025-12-08,Absent
4682,EMP006,Bilal Ahmed,2025-12-09,Present
4683,EMP006,Bilal Ahmed,2025-12-10,Present
4684,EMP006,Bilal Ahmed,2025-12-11,Present
4685,EMP006,Bilal Ahmed,2025-12-12,Present
4686,EMP006,Bilal Ahmed,2025-12-15,Present
4687,EMP006,Bilal Ahmed,2025-12-16,Present
4688,EMP006,Bilal Ahmed,2025-12-17,Present
4689,EMP006,Bilal Ahmed,2025-12-18,Present
4690,EMP006,Bilal Ahmed,2025-12-19,Leave
4691,EMP006,Bilal Ahmed,2025-12-22,Present
4692,EMP006,Bilal Ahmed,2025-12-23,Leave
4693,EMP006,Bilal Ahmed,2025-12-24,Present
4694,EMP006,Bilal Ahmed,2025-12-25,Present
4695,EMP006,Bilal Ahmed,2025-12-26,Present
4696,EMP006,Bilal Ahmed,2025-12-29,Present
4697,EMP006,Bilal Ahmed,2025-12-30,Present
4698,EMP006,Bilal Ahmed,2025-12-31,Present
4699,EMP007,Ali Raza,2023-01-02,Present
4700,EMP007,Ali Raza,2023-01-03,Late
4701,EMP007,Ali Raza,2023-01-04,Present
4702,EMP007,Ali Raza,2023-01-05,Present
4703,EMP007,Ali Raza,2023-01-06,Absent
4704,EMP007,Ali Raza,2023-01-09,Absent
4705,EMP007,Ali Raza,2023-01-10,Late
4706,EMP007,Ali Raza,2023-01-11,Present
4707,EMP007,Ali Raza,2023-01-12,Present
4708,EMP007,Ali Raza,2023-01-13,Present
4709,EMP007,Ali Raza,2023-01-16,Present
4710,EMP007,Ali Raza,2023-01-17,Present
4711,EMP007,Ali Raza,2023-01-18,Present
4712,EMP007,Ali Raza,2023-01-19,Present
4713,EMP007,Ali Raza,2023-01-20,Present
4714,EMP007,Ali Raza,2023-01-23,Present
4715,EMP007,Ali Raza,2023-01-24,Present
4716,EMP007,Ali Raza,2023-01-25,Present
4717,EMP007,Ali Raza,2023-01-26,Present
4718,EMP007,Ali Raza,2023-01-27,Present
4719,EMP007,Ali Raza,2023-01-30,Present
4720,EMP007,Ali Raza,2023-01-31,Present
4721,EMP007,Ali Raza,2023-02-01,Present
4722,EMP007,Ali Raza,2023-02-02,Present
4723,EMP007,Ali Raza,2023-02-03,Present
4724,EMP007,Ali Raza,2023-02-06,Present
4725,EMP007,Ali Raza,2023-02-07,Present
4726,EMP007,Ali Raza,2023-02-08,Present
4727,EMP007,Ali Raza,2023-02-09,Present
4728,EMP007,Ali Raza,2023-02-10,Present
4729,EMP007,Ali Raza,2023-02-13,Present
4730,EMP007,Ali Raza,2023-02-14,Present
4731,EMP007,Ali Raza,2023-02-15,Present
4732,EMP007,Ali Raza,2023-02-16,Present
4733,EMP007,Ali Raza,2023-02-17,Present
4734,EMP007,Ali Raza,2023-02-20,Late
4735,EMP007,Ali Raza,2023-02-21,Present
